,web_name,first_name,second_name,photo,team_code,element_type,short_name,name,singular_name,singular_name_short
382,Wilson,Callum,Wilson,75115.jpg,4,4,NEW,Newcastle,Forward,FWD
383,Hendrick,Jeff,Hendrick,83314.jpg,4,3,NEW,Newcastle,Midfielder,MID
384,Fraser,Ryan,Fraser,90105.jpg,4,3,NEW,Newcastle,Midfielder,MID
385,Lascelles,Jamaal,Lascelles,101148.jpg,4,2,NEW,Newcastle,Defender,DEF
386,Gayle,Dwight,Gayle,104547.jpg,4,4,NEW,Newcastle,Forward,FWD
387,Dummett,Paul,Dummett,106618.jpg,4,2,NEW,Newcastle,Defender,DEF
388,Manquillo,Javier,Manquillo,109528.jpg,4,2,NEW,Newcastle,Defender,DEF
389,Krafth,Emil,Krafth,111773.jpg,4,2,NEW,Newcastle,Defender,DEF
390,Murphy,Jacob,Murphy,114243.jpg,4,3,NEW,Newcastle,Midfielder,MID
391,Schär,Fabian,Schär,119471.jpg,4,2,NEW,Newcastle,Defender,DEF
392,Hayden,Isaac,Hayden,153127.jpg,4,3,NEW,Newcastle,Midfielder,MID
393,Saint-Maximin,Allan,Saint-Maximin,170137.jpg,4,4,NEW,Newcastle,Forward,FWD
394,Almirón,Miguel,Almirón,179018.jpg,4,3,NEW,Newcastle,Midfielder,MID
395,S.Longstaff,Sean,Longstaff,180135.jpg,4,3,NEW,Newcastle,Midfielder,MID
396,Joelinton,Joelinton Cássio,Apolinário de Lira,180974.jpg,4,4,NEW,Newcastle,Forward,FWD
397,Lewis,Jamal,Lewis,194799.jpg,4,2,NEW,Newcastle,Defender,DEF
398,M.Longstaff,Matthew,Longstaff,223175.jpg,4,3,NEW,Newcastle,Midfielder,MID
399,Fernández,Federico,Fernández,57145.jpg,4,2,NEW,Newcastle,Defender,DEF
400,Woodman,Freddie,Woodman,155503.jpg,4,1,NEW,Newcastle,Goalkeeper,GKP
401,Gillespie,Mark,Gillespie,81441.jpg,4,1,NEW,Newcastle,Goalkeeper,GKP
402,Gilmour,Billy,Gilmour,243568.jpg,45,3,NOR,Norwich,Midfielder,MID
403,Williams,Brandon,Williams,232937.jpg,45,2,NOR,Norwich,Defender,DEF
404,McGovern,Michael,McGovern,18499.jpg,45,1,NOR,Norwich,Goalkeeper,GKP
405,Krul,Tim,Krul,20480.jpg,45,1,NOR,Norwich,Goalkeeper,GKP
406,Pukki,Teemu,Pukki,57127.jpg,45,4,NOR,Norwich,Forward,FWD
407,Stiepermann,Marco,Stiepermann,71738.jpg,45,3,NOR,Norwich,Midfielder,MID
408,Rupp,Lukas,Rupp,76306.jpg,45,3,NOR,Norwich,Midfielder,MID
409,McLean,Kenny,McLean,78607.jpg,45,3,NOR,Norwich,Midfielder,MID
410,Hanley,Grant,Hanley,83428.jpg,45,2,NOR,Norwich,Defender,DEF
411,Hernández,Onel,Hernández,89470.jpg,45,3,NOR,Norwich,Midfielder,MID
412,Byram,Sam,Byram,113564.jpg,45,2,NOR,Norwich,Defender,DEF
413,Hugill,Jordan,Hugill,167522.jpg,45,4,NOR,Norwich,Forward,FWD
414,Dowell,Kieran,Dowell,171270.jpg,45,3,NOR,Norwich,Midfielder,MID
415,Zimmermann,Christoph,Zimmermann,192303.jpg,45,2,NOR,Norwich,Defender,DEF
416,Cantwell,Todd,Cantwell,193111.jpg,45,3,NOR,Norwich,Midfielder,MID
417,Aarons,Max,Aarons,232980.jpg,45,2,NOR,Norwich,Defender,DEF
418,Sørensen,Jacob,Sørensen,235546.jpg,45,2,NOR,Norwich,Defender,DEF
419,Placheta,Przemyslaw,Placheta,428626.jpg,45,3,NOR,Norwich,Midfielder,MID
420,Idah,Adam,Idah,432735.jpg,45,4,NOR,Norwich,Forward,FWD
421,Martin,Josh,Martin,439485.jpg,45,3,NOR,Norwich,Midfielder,MID
422,Omobamidele,Andrew,Omobamidele,466404.jpg,45,2,NOR,Norwich,Defender,DEF
423,Gunn,Angus,Gunn,107265.jpg,45,1,NOR,Norwich,Goalkeeper,GKP
424,Rashica,Milot,Rashica,212723.jpg,45,3,NOR,Norwich,Midfielder,MID
425,Gibson,Ben,Gibson,83312.jpg,45,2,NOR,Norwich,Defender,DEF
426,Giannoulis,Dimitris,Giannoulis,189627.jpg,45,2,NOR,Norwich,Defender,DEF
427,Lees-Melou,Pierre,Lees-Melou,212325.jpg,45,3,NOR,Norwich,Midfielder,MID
428,Mumba,Bali,Mumba,220686.jpg,45,2,NOR,Norwich,Defender,DEF
429,Sargent,Joshua,Sargent,215476.jpg,45,4,NOR,Norwich,Forward,FWD
430,Tzolis,Christos,Tzolis,439509.jpg,45,3,NOR,Norwich,Midfielder,MID
431,Walcott,Theo,Walcott,20467.jpg,20,3,SOU,Southampton,Midfielder,MID
432,Forster,Fraser,Forster,40383.jpg,20,1,SOU,Southampton,Goalkeeper,GKP
433,McCarthy,Alex,McCarthy,58376.jpg,20,1,SOU,Southampton,Goalkeeper,GKP
434,Romeu,Oriol,Romeu Vidal,78056.jpg,20,3,SOU,Southampton,Midfielder,MID
435,Redmond,Nathan,Redmond,83283.jpg,20,3,SOU,Southampton,Midfielder,MID
436,Stephens,Jack,Stephens,88900.jpg,20,2,SOU,Southampton,Defender,DEF
437,S.Armstrong,Stuart,Armstrong,91047.jpg,20,3,SOU,Southampton,Midfielder,MID
438,Ward-Prowse,James,Ward-Prowse,101178.jpg,20,3,SOU,Southampton,Midfielder,MID
439,Walker-Peters,Kyle,Walker-Peters,158534.jpg,20,2,SOU,Southampton,Defender,DEF
440,Bednarek,Jan,Bednarek,171771.jpg,20,2,SOU,Southampton,Defender,DEF
441,Nlundulu,Daniel,N'Lundulu,200088.jpg,20,4,SOU,Southampton,Forward,FWD
442,Adams,Che,Adams,200439.jpg,20,4,SOU,Southampton,Forward,FWD
443,Tella,Nathan,Tella,203389.jpg,20,3,SOU,Southampton,Midfielder,MID
444,Smallbone,William,Smallbone,214466.jpg,20,3,SOU,Southampton,Midfielder,MID
445,Obafemi,Michael,Obafemi,220598.jpg,20,4,SOU,Southampton,Forward,FWD
446,Diallo,Ibrahima,Diallo,240143.jpg,20,3,SOU,Southampton,Midfielder,MID
447,Djenepo,Moussa,Djenepo,431131.jpg,20,3,SOU,Southampton,Midfielder,MID
448,Salisu,Mohammed,Salisu,450527.jpg,20,2,SOU,Southampton,Defender,DEF
449,Perraud,Romain,Perraud,244560.jpg,20,2,SOU,Southampton,Defender,DEF
450,Livramento,Tino,Livramento,441191.jpg,20,2,SOU,Southampton,Defender,DEF
451,Elyounoussi,Mohamed,Elyounoussi,96787.jpg,20,3,SOU,Southampton,Midfielder,MID
452,Broja,Armando,Broja,440323.jpg,20,4,SOU,Southampton,Forward,FWD
453,Long,Shane,Long,20452.jpg,20,4,SOU,Southampton,Forward,FWD
454,A.Armstrong,Adam,Armstrong,155511.jpg,20,4,SOU,Southampton,Forward,FWD
455,Valery,Yan,Valery,213482.jpg,20,2,SOU,Southampton,Defender,DEF
456,Lyanco,Lyanco Evangelista,Silveira Neves Vojnovic,212721.jpg,20,2,SOU,Southampton,Defender,DEF
457,Hart,Joe,Hart,15749.jpg,6,1,TOT,Spurs,Goalkeeper,GKP
458,Lloris,Hugo,Lloris,37915.jpg,6,1,TOT,Spurs,Goalkeeper,GKP
459,Alderweireld,Toby,Alderweireld,55605.jpg,6,2,TOT,Spurs,Defender,DEF
460,Lamela,Erik,Lamela,62974.jpg,6,3,TOT,Spurs,Midfielder,MID
461,Kane,Harry,Kane,78830.jpg,6,4,TOT,Spurs,Forward,FWD
462,Aurier,Serge,Aurier,80226.jpg,6,2,TOT,Spurs,Defender,DEF
463,Son,Heung-Min,Son,85971.jpg,6,3,TOT,Spurs,Midfielder,MID
464,Doherty,Matt,Doherty,87835.jpg,6,2,TOT,Spurs,Defender,DEF
465,Dier,Eric,Dier,93264.jpg,6,2,TOT,Spurs,Defender,DEF
466,Lucas Moura,Lucas,Rodrigues Moura da Silva,95715.jpg,6,3,TOT,Spurs,Midfielder,MID
467,Dele,Bamidele,Alli,108823.jpg,6,3,TOT,Spurs,Midfielder,MID
468,Davies,Ben,Davies,115556.jpg,6,2,TOT,Spurs,Defender,DEF
469,Højbjerg,Pierre-Emile,Højbjerg,132015.jpg,6,3,TOT,Spurs,Midfielder,MID
470,Winks,Harry,Winks,157668.jpg,6,3,TOT,Spurs,Midfielder,MID
471,Sánchez,Davinson,Sánchez,173904.jpg,6,2,TOT,Spurs,Defender,DEF
472,Sessegnon,Ryan,Sessegnon,184349.jpg,6,2,TOT,Spurs,Defender,DEF
473,Bergwijn,Steven,Bergwijn,194252.jpg,6,3,TOT,Spurs,Midfielder,MID
474,Reguilón,Sergio,Reguilón,199249.jpg,6,2,TOT,Spurs,Defender,DEF
475,Tanganga,Japhet,Tanganga,199584.jpg,6,2,TOT,Spurs,Defender,DEF
476,Lo Celso,Giovani,Lo Celso,200826.jpg,6,3,TOT,Spurs,Midfielder,MID
477,Skipp,Oliver,Skipp,209042.jpg,6,3,TOT,Spurs,Midfielder,MID
478,Rodon,Joe,Rodon,214225.jpg,6,2,TOT,Spurs,Defender,DEF
479,Ndombele,Tanguy,Ndombele,231372.jpg,6,3,TOT,Spurs,Midfielder,MID
480,Gollini,Pierluigi,Gollini,156683.jpg,6,1,TOT,Spurs,Goalkeeper,GKP
481,Bryan,Bryan,Gil Salvatierra,436234.jpg,6,3,TOT,Spurs,Midfielder,MID
482,Romero,Cristian,Romero,221632.jpg,6,2,TOT,Spurs,Defender,DEF
483,Scarlett,Dane,Scarlett,490145.jpg,6,4,TOT,Spurs,Forward,FWD
484,Sissoko,Moussa,Sissoko,45268.jpg,57,3,WAT,Watford,Midfielder,MID
485,Foster,Ben,Foster,9089.jpg,57,1,WAT,Watford,Goalkeeper,GKP
486,Rose,Danny,Rose,38290.jpg,57,2,WAT,Watford,Defender,DEF
487,Gosling,Dan,Gosling,40387.jpg,57,3,WAT,Watford,Midfielder,MID
488,Cathcart,Craig,Cathcart,41338.jpg,57,2,WAT,Watford,Defender,DEF
489,Deeney,Troy,Deeney,41725.jpg,57,4,WAT,Watford,Forward,FWD
490,Cleverley,Tom,Cleverley,43250.jpg,57,3,WAT,Watford,Midfielder,MID
491,Femenía,Francisco,Femenía Far,54484.jpg,57,2,WAT,Watford,Defender,DEF
492,Gray,Andre,Gray,73426.jpg,57,4,WAT,Watford,Forward,FWD
493,Kabasele,Christian,Kabasele,85624.jpg,57,2,WAT,Watford,Defender,DEF
494,Chalobah,Nathaniel,Chalobah,89085.jpg,57,3,WAT,Watford,Midfielder,MID
495,Troost-Ekong,William,Troost-Ekong,131304.jpg,57,2,WAT,Watford,Defender,DEF
496,Perica,Stipe,Perica,140941.jpg,57,4,WAT,Watford,Forward,FWD
497,Bachmann,Daniel,Bachmann,154506.jpg,57,1,WAT,Watford,Goalkeeper,GKP
498,Masina,Adam,Masina,155651.jpg,57,2,WAT,Watford,Defender,DEF
499,Sema,Ken,Sema,157775.jpg,57,3,WAT,Watford,Midfielder,MID
500,Zinckernagel,Philip,Zinckernagel,162344.jpg,57,3,WAT,Watford,Midfielder,MID
501,Success,Isaac,Success Ajayi,173514.jpg,57,4,WAT,Watford,Forward,FWD
502,Dele-Bashiru,Ayotomiwa,Dele-Bashiru,175353.jpg,57,3,WAT,Watford,Midfielder,MID
503,Fletcher,Ashley,Fletcher,176296.jpg,57,4,WAT,Watford,Forward,FWD
504,Sierralta,Francisco,Sierralta,208973.jpg,57,2,WAT,Watford,Defender,DEF
505,Quina,Domingos,Quina,216058.jpg,57,3,WAT,Watford,Midfielder,MID
506,Navarro,Marc,Navarro,220166.jpg,57,2,WAT,Watford,Defender,DEF
507,Sarr,Ismaila,Sarr,232185.jpg,57,3,WAT,Watford,Midfielder,MID
508,Ngakia,Jeremy,Ngakia,232391.jpg,57,2,WAT,Watford,Defender,DEF
509,Wilmot,Ben,Wilmot,241289.jpg,57,2,WAT,Watford,Defender,DEF
510,Hungbo,Joseph,Hungbo,244890.jpg,57,3,WAT,Watford,Midfielder,MID
511,Louza,Imrân,Louza,471471.jpg,57,3,WAT,Watford,Midfielder,MID
512,João Pedro,João Pedro,Junqueira de Jesus,475168.jpg,57,4,WAT,Watford,Forward,FWD
513,Baah,Kwadwo,Baah,493934.jpg,57,3,WAT,Watford,Midfielder,MID
514,Dennis,Emmanuel,Dennis,230251.jpg,57,4,WAT,Watford,Forward,FWD
515,Pollock,Matthew,Pollock,467311.jpg,57,2,WAT,Watford,Defender,DEF
516,Etebo,Oghenekaro Peter,Etebo,227560.jpg,57,3,WAT,Watford,Midfielder,MID
517,King,Joshua,King,78007.jpg,57,4,WAT,Watford,Forward,FWD
518,Mebude,Adedapo,Awokoya-Mebude,243569.jpg,57,4,WAT,Watford,Forward,FWD
519,Cucho,Juan Camilo,Hernández Suárez,244716.jpg,57,4,WAT,Watford,Forward,FWD
520,Kucka,Juraj,Kucka,69143.jpg,57,3,WAT,Watford,Midfielder,MID
521,Tufan,Ozan,Tufan,130036.jpg,57,3,WAT,Watford,Midfielder,MID
522,Elliot,Robert,Elliot,19838.jpg,57,1,WAT,Watford,Goalkeeper,GKP
523,Zouma,Kurt,Zouma,103192.jpg,21,2,WHU,West Ham,Defender,DEF
524,Noble,Mark,Noble,18073.jpg,21,3,WHU,West Ham,Midfielder,MID
525,Randolph,Darren,Randolph,32259.jpg,21,1,WHU,West Ham,Goalkeeper,GKP
526,Fabianski,Lukasz,Fabianski,37096.jpg,21,1,WHU,West Ham,Goalkeeper,GKP
527,Ogbonna,Angelo,Ogbonna,40669.jpg,21,2,WHU,West Ham,Defender,DEF
528,Reid,Winston,Reid,48717.jpg,21,2,WHU,West Ham,Defender,DEF
529,Cresswell,Aaron,Cresswell,55459.jpg,21,2,WHU,West Ham,Defender,DEF
530,Yarmolenko,Andriy,Yarmolenko,56377.jpg,21,3,WHU,West Ham,Midfielder,MID
531,Antonio,Michail,Antonio,57531.jpg,21,4,WHU,West Ham,Forward,FWD
532,Dawson,Craig,Dawson,60232.jpg,21,2,WHU,West Ham,Defender,DEF
533,Fredericks,Ryan,Fredericks,81012.jpg,21,2,WHU,West Ham,Defender,DEF
534,Lanzini,Manuel,Lanzini,86934.jpg,21,3,WHU,West Ham,Midfielder,MID
535,Masuaku,Arthur,Masuaku,105717.jpg,21,2,WHU,West Ham,Defender,DEF
536,Coufal,Vladimir,Coufal,164555.jpg,21,2,WHU,West Ham,Defender,DEF
537,Benrahma,Saïd,Benrahma,172841.jpg,21,3,WHU,West Ham,Midfielder,MID
538,Bowen,Jarrod,Bowen,178186.jpg,21,3,WHU,West Ham,Midfielder,MID
539,Rice,Declan,Rice,204480.jpg,21,3,WHU,West Ham,Midfielder,MID
540,Soucek,Tomas,Soucek,215439.jpg,21,3,WHU,West Ham,Midfielder,MID
541,Fornals,Pablo,Fornals,217593.jpg,21,3,WHU,West Ham,Midfielder,MID
542,Diop,Issa,Diop,219924.jpg,21,2,WHU,West Ham,Defender,DEF
543,Johnson,Ben,Johnson,222018.jpg,21,2,WHU,West Ham,Defender,DEF
544,Areola,Alphonse,Areola,84182.jpg,21,1,WHU,West Ham,Goalkeeper,GKP
545,Alves,Frederik,Alves,486870.jpg,21,2,WHU,West Ham,Defender,DEF
546,Coventry,Conor,Coventry,222017.jpg,21,3,WHU,West Ham,Midfielder,MID
547,Baptiste,Jamal,Baptiste,462384.jpg,21,2,WHU,West Ham,Defender,DEF
548,Moutinho,João Filipe Iria,Santos Moutinho,19624.jpg,39,3,WOL,Wolves,Midfielder,MID
549,Patrício,Rui Pedro,dos Santos Patrício,38533.jpg,39,1,WOL,Wolves,Goalkeeper,GKP
550,Boly,Willy,Boly,90585.jpg,39,2,WOL,Wolves,Defender,DEF
551,Coady,Conor,Coady,94147.jpg,39,2,WOL,Wolves,Defender,DEF
552,Jiménez,Raúl,Jiménez,102057.jpg,39,4,WOL,Wolves,Forward,FWD
553,Saïss,Romain,Saïss,107613.jpg,39,2,WOL,Wolves,Defender,DEF
554,Marçal,Fernando,Marçal,111291.jpg,39,2,WOL,Wolves,Defender,DEF
555,Jonny,Jonathan,Castro Otto,114128.jpg,39,2,WOL,Wolves,Defender,DEF
556,Dendoncker,Leander,Dendoncker,151589.jpg,39,3,WOL,Wolves,Midfielder,MID
557,Traoré,Adama,Traoré,159533.jpg,39,3,WOL,Wolves,Midfielder,MID
558,Neves,Rúben Diogo,da Silva Neves,171317.jpg,39,3,WOL,Wolves,Midfielder,MID
559,Semedo,Nélson,Cabral Semedo,200402.jpg,39,2,WOL,Wolves,Defender,DEF
560,Podence,Daniel,Castelo Podence,200600.jpg,39,3,WOL,Wolves,Midfielder,MID
561,Kilman,Max,Kilman,214048.jpg,39,2,WOL,Wolves,Defender,DEF
562,Gibbs-White,Morgan,Gibbs-White,222531.jpg,39,3,WOL,Wolves,Midfielder,MID
563,Neto,Pedro,Lomba Neto,247632.jpg,39,3,WOL,Wolves,Midfielder,MID
564,Otasowie,Owen,Otasowie,250604.jpg,39,3,WOL,Wolves,Midfielder,MID
565,Hoever,Ki-Jana,Hoever,441271.jpg,39,2,WOL,Wolves,Defender,DEF
566,Söndergaard,Andreas,Söndergaard,448487.jpg,39,1,WOL,Wolves,Goalkeeper,GKP
567,Fabio Silva,Fabio,Silva,449988.jpg,39,4,WOL,Wolves,Forward,FWD
568,Mosquera,Yerson,Mosquera Valdelamar,501837.jpg,39,2,WOL,Wolves,Defender,DEF
569,Ruddy,John,Ruddy,19236.jpg,39,1,WOL,Wolves,Goalkeeper,GKP
570,Trincão,Francisco,Machado Mota de Castro Trincão,222564.jpg,39,3,WOL,Wolves,Midfielder,MID
571,Ait Nouri,Rayan,Ait Nouri,448514.jpg,39,2,WOL,Wolves,Defender,DEF
572,Sá,José,Malheiro de Sá,149065.jpg,39,1,WOL,Wolves,Goalkeeper,GKP
573,Cutrone,Patrick,Cutrone,209353.jpg,39,4,WOL,Wolves,Forward,FWD
574,Cundle,Luke,Cundle,245923.jpg,39,3,WOL,Wolves,Midfielder,MID
575,Campbell,Chem,Campbell,461026.jpg,39,3,WOL,Wolves,Midfielder,MID
576,Marques,Christian,Marques,481626.jpg,39,2,WOL,Wolves,Defender,DEF
